post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
132661657.sql-joins-where-clauses,2023-07-03T17:45:10.863Z,true,2023-07-03T17:45:10.974Z,2023-07-03T17:45:10.974Z,newsletter,only_paid,SQL Joins + Where Clauses. ,Beowulf and Grendel. Perfect Match or Monsters?,
132019227.invite-your-friends-to-read-data,2023-06-30T01:11:48.267Z,true,2023-06-30T01:11:48.370Z,2023-06-30T01:11:48.370Z,newsletter,only_paid,Invite your friends to read Data Engineering Central,Referral Program!,
130308691.mlops-101-model-training,2023-06-26T15:57:35.661Z,true,2023-06-26T15:57:35.849Z,2023-06-26T15:57:35.849Z,newsletter,only_paid,MLOps 101 - Model Training,For Data Engineers.,
129114638.everyones-talking-about-vector-databases,2023-09-11T14:21:10.341Z,true,2023-09-11T14:21:10.448Z,2023-09-11T14:21:10.448Z,newsletter,only_paid,Everyone's Talking about Vector Databases. I tried one.,Introduction to Vector Databases.,
125938792.mlops-101-feature-stores,2023-06-12T12:28:23.559Z,true,2023-06-12T12:28:23.666Z,2023-06-12T12:28:23.666Z,newsletter,only_paid,MLOps 101 - Feature Stores,The Unsung Hero of Machine Learning,
124189713.dealing-with-stress-anxiety-and-hardship,2023-06-05T13:15:54.459Z,true,2023-06-05T13:15:54.583Z,2023-06-05T13:15:54.583Z,newsletter,only_paid,"Dealing with Stress, Anxiety, and Hardship in the Workplace",Data Teams can be rough. How to overcome.,
123102646.new-mojo-lang-for-data-engineering,2023-05-29T14:31:09.287Z,true,2023-05-29T14:31:09.381Z,2023-05-29T14:31:09.381Z,newsletter,only_paid,New Mojo Lang for Data Engineering,What's all the hype? Is it real for the average Data Engineering workload.,
122530116.celebrating-3k-subscribers,2023-05-19T18:51:18.044Z,true,2023-05-19T18:51:18.173Z,2023-05-19T18:51:18.173Z,newsletter,only_paid,CELEBRATING 3K+ SUBSCRIBERS!,50% discount on subscriptions.,
122061710.data-modeling-at-scale,2023-05-22T14:35:16.338Z,true,2023-05-22T14:35:16.422Z,2023-05-22T14:35:16.422Z,newsletter,only_paid,Data Modeling at Scale.,Lessons from the trenches.,
119944583.async-rust-for-data-engineers,2023-06-19T12:41:44.184Z,true,2023-06-19T12:41:44.347Z,2023-06-19T12:41:44.347Z,newsletter,only_paid,Async Rust for Data Engineers,It's easier than Python.,
119275717.become-a-terrible-data-engineer,2023-05-08T14:41:54.646Z,true,2023-05-08T14:41:54.749Z,2023-05-08T14:41:54.749Z,newsletter,only_paid,Become a Terrible Data Engineer.,Simple steps anyone can follow to become the worst you.,
118895478.mlops-basics-for-data-engineers,2023-05-15T20:41:06.826Z,true,2023-05-15T20:41:06.928Z,2023-05-15T20:41:06.928Z,newsletter,only_paid,MLOps Basics - For Data Engineers.,MLOps 101 - What most people won't tell you.,
115955999.the-brittleness-problem-in-data-pipelines,2023-04-24T14:35:49.309Z,true,2023-04-24T14:35:49.373Z,2023-04-24T14:35:49.373Z,newsletter,only_paid,"The ""Brittleness"" Problem in Data Pipelines.",How to identify and solve brittleness problems in Data Engineering.,
115256206.dsa-for-the-rest-of-us-part-4,2023-05-01T14:20:22.536Z,true,2023-05-01T14:20:22.621Z,2023-05-01T14:20:22.621Z,newsletter,only_paid,DSA For The Rest Of Us - Part 4,Introduction to Graphs and Breadth First Search,
114982334.join-me-on-notes,2023-04-15T12:15:52.179Z,true,2023-04-15T12:15:52.283Z,2023-04-15T12:15:52.283Z,newsletter,only_paid,Join me on Notes,A new place to connect,
112104962.the-truth-about-prefect-mage-and,2023-04-10T13:16:45.489Z,true,2023-04-10T13:16:45.649Z,2023-04-10T13:16:45.649Z,newsletter,everyone,"The Truth about Prefect, Mage, and Airflow.",The Battle for the Orchestration Future.,
111854964.the-best-kept-secret-to-ml-success,2023-04-17T14:37:56.585Z,true,2023-04-17T14:37:56.996Z,2023-04-17T14:37:56.996Z,newsletter,only_paid,The best kept secret to ML success.,Databricks + Delta Lake.,
111286895.primer-on-data-quality,2023-07-31T12:38:00.375Z,true,2023-07-31T12:38:00.519Z,2023-07-31T12:38:00.519Z,newsletter,only_paid,Primer on Data Quality,The Hardest Problem in Data to Solve.,
111286843.immutability-for-data-engineers,2023-11-22T13:20:41.906Z,true,2023-11-22T13:20:42.021Z,2023-11-22T13:20:42.021Z,newsletter,only_paid,Immutability for Data Engineers,Nothing ever changes ...,
109104608.dsa-for-the-rest-of-us-part-3,2023-04-03T13:51:52.683Z,true,2023-04-03T13:51:52.772Z,2023-04-03T13:51:52.772Z,newsletter,only_paid,DSA For The Rest Of Us - Part 3,Introduction to QuickSort.,
108895794.dsa-for-the-rest-of-us-part-2,2023-03-27T14:19:50.876Z,true,2023-03-27T14:19:50.987Z,2023-03-27T14:19:50.987Z,newsletter,only_paid,DSA For The Rest Of Us - Part 2,Introduction to Binary Search.,
108648293.future-proof-yourself-against-ai,2023-03-20T13:55:40.711Z,true,2023-03-20T13:55:40.813Z,2023-03-20T13:55:40.813Z,newsletter,only_paid,Future proof yourself against AI.,Data Engineering Excellence.,
108498959.when-a-good-engineer-goes-bad,2023-04-12T14:38:50.749Z,true,2023-04-12T14:38:50.896Z,2023-04-12T14:38:50.896Z,newsletter,only_paid,When a good engineer goes bad.,A tale of genius and heartbreak.,
108167342.dsa-for-the-rest-of-us-part-1,2023-03-13T14:18:57.233Z,true,2023-03-13T14:18:57.331Z,2023-03-13T14:18:57.331Z,newsletter,only_paid,DSA For The Rest Of Us - Part 1,Introduction to Linked Lists.,
107048442.rayon-in-rust-vs-python-process-and,2023-03-09T19:14:19.143Z,true,2023-03-09T19:14:19.237Z,2023-03-09T19:14:19.237Z,newsletter,only_paid,Rayon in Rust vs Python Process and Thread Pools.,Data-parallelism in the real world.,
106903914.contributing-to-open-source-software,2023-03-07T04:06:44.268Z,true,2023-03-07T04:06:44.407Z,2023-03-07T04:06:44.407Z,newsletter,only_paid,Contributing to Open-Source Software.,The ins and outs.,
106275571.goodbye-spark-hello-polars-delta,2023-10-02T14:00:48.573Z,true,2023-10-02T14:00:48.666Z,2023-10-02T14:00:48.666Z,newsletter,everyone,Goodbye Spark. Hello Polars + Delta Lake.,Freeing Delta Lake from Spark.,
105836392.should-you-use-githubs-copilot-to,2023-03-03T00:56:47.280Z,true,2023-03-03T00:56:47.388Z,2023-03-03T00:56:47.388Z,newsletter,only_paid,Should you use GitHub's CoPilot to write your code?,"CoPilot wrote a Data Pipeline for me. Good, bad?",
105088310.data-what,2023-02-25T19:59:41.624Z,true,2023-02-25T19:59:41.723Z,2023-02-25T19:59:41.723Z,newsletter,only_paid,Data What???,"Data Warehouse, Data Lake, Lake House ... will it ever end?",
103887859.data-engineering-and-not-loosing,2023-02-27T15:30:11.722Z,true,2023-02-27T15:30:11.808Z,2023-02-27T15:30:11.808Z,newsletter,only_paid,Data Engineering and not loosing your mind.,How I balance an aggressive professional and personal life.,
103706699.hey-you-yes-you-come-here,2023-02-18T16:34:27.568Z,true,2023-02-18T16:34:27.648Z,2023-02-18T16:34:27.648Z,thread,only_paid,Hey. You. Yes you. Come here.,,
103134369.failure-the-best-teacher,2023-03-06T14:55:19.791Z,true,2023-03-06T14:55:19.886Z,2023-03-06T14:55:19.886Z,newsletter,only_paid,Failure. The Best Teacher.,Putting yourself in the uncomfortable zone leads to mastery.,
100070614.debugging-data-pipelines,2023-02-20T15:21:08.188Z,true,2023-02-20T15:21:08.289Z,2023-02-20T15:21:08.289Z,newsletter,only_paid,Debugging Data Pipelines.,Is it a pipeline issue ... or a data issue? Or both? Argg.,
98985559.how-to-deal-with-ambiguity,2023-02-06T14:50:36.793Z,true,2023-02-06T14:50:36.865Z,2023-02-06T14:50:36.865Z,newsletter,only_paid,How to deal with ambiguity. ,"If you have no idea what to do, what do you do?",
95088173.whats-the-big-deal-with-immutability,2023-01-23T15:01:14.488Z,true,2023-01-23T15:01:14.579Z,2023-01-23T15:01:14.579Z,newsletter,only_paid,What's the big deal with Immutability?,"To care, or not to care, that is the question.",
94511809.reducing-cloud-costs-in-2023,2023-01-09T15:02:32.821Z,true,2023-01-09T15:02:32.921Z,2023-01-09T15:02:32.921Z,newsletter,only_paid,Reducing Cloud Costs in 2023,Save some money instead of spending it for once you Hobbit.,
94448470.automating-clean-code-checks,2023-01-03T14:54:13.923Z,false,2023-01-03T14:54:14.167Z,2023-01-03T14:54:14.167Z,restack,everyone,Automating Clean Code Checks ,,
93982409.unit-testing-for-data-engineers,2023-02-13T15:31:04.499Z,true,2023-02-13T15:31:04.555Z,2023-02-13T15:31:04.555Z,newsletter,only_paid,Unit Testing for Data Engineers.,"I know you don't want to, but if you don't I will call your grandma.",
93276139.data-modeling-101-part-1,2023-01-05T17:24:38.921Z,true,2023-01-05T17:24:39.067Z,2023-01-05T17:24:39.067Z,newsletter,only_paid,Data Modeling 101 - Part 1.,"What is data modeling, and how to do it.",
92728101.to-sql-or-not-to-sql-that-is-the,2022-12-26T02:36:23.237Z,true,2022-12-26T02:36:23.322Z,2022-12-26T02:36:23.322Z,thread,only_paid,"To SQL or Not to SQL, that is the question.",,
92093580.the-data-world-revolves-around-partitions,2023-01-16T15:01:06.466Z,true,2023-01-16T15:01:06.572Z,2023-01-16T15:01:06.572Z,newsletter,only_paid,The Data World Revolves around Partitions.,Times are changing ... are you?,
91965410.designing-better-data-pipelines,2023-01-02T13:11:08.207Z,true,2023-01-02T13:11:08.318Z,2023-01-02T13:11:08.318Z,newsletter,only_paid,Designing BETTER Data Pipelines.,Become the master of Data Pipelines with a few easy tricks.,
91964347.you-need-to-break-up-with-sql,2022-12-28T21:47:30.527Z,true,2022-12-28T21:47:30.680Z,2022-12-28T21:47:30.680Z,newsletter,only_paid,You need to break up. With SQL.,SQL has engulfed the data world. Can we ever break free?,
91962474.supercharge-your-data-engineering,2023-01-30T15:18:06.865Z,true,2023-01-30T15:18:07.031Z,2023-01-30T15:18:07.031Z,newsletter,only_paid,Supercharge your Data Engineering Career.,"Things your mom wouldn't tell you to do, but I will.",
91707838.review-of-mageai-data-pipelines-for,2022-12-20T18:29:56.309Z,true,2022-12-20T18:29:56.420Z,2022-12-20T18:29:56.420Z,newsletter,only_paid,Review of Mage.ai (data pipelines) for Data Engineers.,"Can it be? Another pipeline tool? Why yes, yes it is.",
91501152.a-gentle-introduction-to-data-quality,2022-12-19T19:07:36.218Z,true,2022-12-19T19:07:36.375Z,2022-12-19T19:07:36.375Z,newsletter,only_paid,A Gentle Introduction to Data Quality.,Data Quality is a hot topic. From zero to hero in no time.,
91299004.they-said-streaming-would-overtake,2023-09-18T14:19:28.328Z,true,2023-09-18T14:19:28.413Z,2023-09-18T14:19:28.413Z,newsletter,only_paid,They said Streaming would overtake Batch.,The battle for the data pipeline.,
91298791.rust-will-never-break-into-mainstream,2022-12-24T16:48:56.927Z,true,2022-12-24T16:48:57.028Z,2022-12-24T16:48:57.028Z,newsletter,only_paid,Rust will never break into mainstream Data Engineering.,"Rust is the new sliced bread, but it's future in DE is questionable.",
91298485.new-years-resolutions-for-data-engineers,2022-12-26T22:02:43.993Z,true,2022-12-26T22:02:44.072Z,2022-12-26T22:02:44.072Z,newsletter,only_paid,New Year's Resolutions for Data Engineers.,Start the new year off with a bang.,
90774584.join-my-new-subscriber-chat,2022-12-15T04:08:13.892Z,true,2022-12-15T04:08:14.014Z,2022-12-15T04:08:14.014Z,newsletter,only_paid,Join my new subscriber chat,A private space for us to converse and connect,
89708749.whats-all-the-hype-with-duckdb,2022-12-18T19:23:38.310Z,true,2022-12-18T19:23:38.423Z,2022-12-18T19:23:38.423Z,newsletter,only_paid,What's all the hype with DuckDB?,Introduction to DuckDB for Data Engineers. Performance and other thoughts.,
89523420.3-types-of-data-engineers,2022-12-14T13:17:15.948Z,true,2022-12-14T13:17:16.076Z,2022-12-14T13:17:16.076Z,newsletter,only_paid,3 Types of Data Engineers,Which one of the Data Engineering archetypes are you? Who do you want to be?,
89300292.why-is-everyone-trying-to-kill-airflow,2022-12-13T14:06:38.709Z,true,2022-12-13T14:06:38.831Z,2022-12-13T14:06:38.831Z,newsletter,only_paid,Why is everyone trying to kill Airflow?,"Apache Airflow has been the ruler of Data Engineering orchestration for years, is the end in sight?",
89271506.we-need-to-talk-about-dbt,2022-12-09T17:51:29.265Z,true,2022-12-09T17:51:29.402Z,2022-12-09T17:51:29.402Z,newsletter,only_paid,We need to talk about DBT.,How did DBT come out of nowhere to take over the Data Engineering and Analytics world.,
89014957.data-engineer-vs-senior-data-engineer,2022-12-07T17:36:57.753Z,true,2022-12-07T17:36:57.822Z,2022-12-07T17:36:57.822Z,newsletter,only_paid,Data Engineer vs Senior Data Engineer,What is the difference between a Senior Data Engineering and a Data Engineer?,
88471768.coming-soon,2022-12-03T22:13:49.586Z,true,2022-12-03T22:13:49.586Z,2022-12-03T22:13:49.586Z,newsletter,only_paid,Coming soon,,
